kappa_lo,lambda_margin
-0.5295,0.05632654021725593
-0.529,0.05639367935642135
-0.5285,0.056460814249805695
-0.528,0.056527947280047855
-0.5275,0.05659507533938066
-0.527,0.05666219641743811
-0.5265,0.056729310357044135
-0.526,0.05679612052971481
-0.5255,0.05686321579397923
-0.525,0.05693031104165728
-0.5245,0.05699739951185346
-0.524,0.05706449630172367
-0.5235,0.05713157625898943
-0.523,0.057198652432170094
-0.5225,0.05726572422501668
-0.522,0.05733278809877364
-0.5215,0.05739985103898704
-0.521,0.05746690541378996
-0.5205,0.05753395504546494
-0.52,0.057601000432733696
-0.5195,0.05766804209137377
-0.519,0.057735073488951245
-0.5185,0.057802103348782725
-0.518,0.057869121670124625
-0.5175,0.057936143340287787
-0.517,0.058003156341156784
-0.5165,0.05807016148687743
-0.516,0.058137163578785046
-0.5155,0.05820415368614353
-0.515,0.05827115527082342
-0.5145,0.0583381353473602
-0.514,0.05840511643330387
-0.5135,0.0584720904704102
-0.513,0.05853905794983351
-0.5125,0.05860602185296365
-0.512,0.058672978038332504
-0.5115,0.05873992435269383
-0.511,0.05880687211725693
-0.5105,0.05887380923927377
-0.51,0.05894074658765987
-0.5095,0.05900767513078001
-0.509,0.059074600968010094
-0.5085,0.05914151624053391
-0.508,0.05920842533661505
-0.5075,0.05927533638665863
-0.507,0.059342231900848856
-0.5065,0.059409130299736344
-0.506,0.059476019436579486
-0.5055,0.05954290202815837
-0.505,0.059609782023392496
-0.5045,0.05967665342216924
-0.504,0.059743517273765555
-0.5035,0.05981038143666974
-0.503,0.059877233286279925
-0.5025,0.059944083418341815
-0.502,0.06001092464001425
-0.5015,0.060077766978669345
-0.501,0.060144597684894247
-0.5005,0.06021142123895343
-0.5,0.060278246478620644
-0.4995,0.06034505375653176
-0.499,0.060411867247059665
-0.4985,0.06047866622945895
-0.498,0.060545460954665536
-0.4975,0.06061225674830321
-0.497,0.060679036883250784
-0.4965,0.06074581819265884
-0.496,0.06081259305918019
-0.4955,0.06087935910718904
-0.495,0.06094612399966409
-0.4945,0.06101287847857154
-0.494,0.06107962762532675
-0.4935,0.06114637064125289
-0.493,0.061213106469085156
-0.4925,0.061279845643824445
-0.492,0.06134656651658375
-0.4915,0.06141329103106301
-0.491,0.061480002100073
-0.4905,0.061546710073835456
-0.49,0.06161341346969302
-0.4895,0.06168011061886786
-0.489,0.061746803230426806
-0.4885,0.06181348655210926
-0.488,0.06188016009303324
-0.4875,0.06194683874901933
-0.487,0.06201349904885368
-0.4865,0.06208016466642786
-0.486,0.06214681936603229
-0.4855,0.06221346171673416
-0.485,0.062280109651702706
-0.4845,0.062346742080022645
-0.484,0.06241337415207613
-0.4835,0.06247999775412968
-0.483,0.06254661609312054
-0.4825,0.06261322996507723
-0.482,0.06267983179533848
-0.4815,0.06274643408263203
-0.481,0.06281302810555275
-0.4805,0.0628796074989109
-0.48,0.06294619572047523
-0.4795,0.0630127624343378
-0.479,0.06307933425351964
-0.4785,0.06314589862097951
-0.478,0.06321245103578133
-0.4775,0.06327900920573176
-0.477,0.06334555099156852
-0.4765,0.06341208809646645
-0.476,0.06347861777335817
-0.4755,0.06354514439917731
-0.475,0.06361166374617402
-0.4745,0.06367817937144184
-0.474,0.0637446797506157
-0.4735,0.0638111878879413
-0.473,0.06387767766005238
-0.4725,0.06394417128796201
-0.472,0.06401065028176424
-0.4715,0.06407712174152569
-0.471,0.06414359344958612
-0.4705,0.06421005295924723
-0.47,0.06427651218447891
-0.4695,0.06434295858230406
-0.469,0.06440940743708104
-0.4685,0.0644758492408225
-0.468,0.0645422728435655
-0.4675,0.06460870014585064
-0.467,0.06467511992551676
-0.4665,0.06474153020306511
-0.466,0.0648079445039354
-0.4655,0.06487433787871819
-0.465,0.06494073069137292
-0.4645,0.06500711542634512
-0.464,0.0650734950224343
-0.4635,0.0651398740769486
-0.463,0.06520623935853946
-0.4625,0.06527260273963774
-0.462,0.06533895371937115
-0.4615,0.06540530467980438
-0.461,0.06547164691720969
-0.4605,0.06553798075820719
-0.46,0.06560431186933587
-0.4595,0.06567063621424743
-0.459,0.06573694713360038
-0.4585,0.06580326233069288
-0.458,0.06586956293120481
-0.4575,0.06593585641088626
-0.457,0.06600215012642194
-0.4565,0.06606843013324727
-0.456,0.06613471437244019
-0.4555,0.06620098091619306
-0.455,0.06626724282847872
-0.4545,0.06633350225299178
-0.454,0.06639974696417526
-0.4535,0.06646600201002749
-0.453,0.06653223579168356
-0.4525,0.06659846538651687
-0.452,0.06666469370252501
-0.4515,0.06673091104837056
-0.451,0.06679712049776126
-0.4505,0.06686333097729315
-0.45,0.06692952636668435
-0.4495,0.06699571902778274
-0.449,0.06706190036725956
-0.4485,0.06712808284353966
-0.448,0.067194257708848
-0.4475,0.06726042089691664
-0.447,0.06732657884759279
-0.4465,0.06739273081048654
-0.446,0.06745887660077766
-0.4455,0.06752501693234131
-0.445,0.0675911480362181
-0.4445,0.0676572722515922
-0.444,0.06772339422646793
-0.4435,0.06778949949189184
-0.443,0.06785561267631328
-0.4425,0.06792171011659458
-0.442,0.06798780250115039
-0.4415,0.06805388485282785
-0.441,0.0681199674480131
-0.4405,0.06818603511499953
-0.44,0.06825209977128484
-0.4395,0.0683181619928624
-0.439,0.06838421739319371
-0.4385,0.06845025978570747
-0.438,0.06851630052697363
-0.4375,0.06858233117888805
-0.437,0.06864835388542175
-0.4365,0.06871437207112539
-0.436,0.06878038142586394
-0.4355,0.06884638920156427
-0.435,0.06891238578314436
-0.4345,0.06897838091040027
-0.434,0.06904435999493018
-0.4335,0.06911033927320813
-0.433,0.06917630787767413
-0.4325,0.06924227462492005
-0.432,0.06930823112940808
-0.4315,0.06937417877669558
-0.431,0.06944012154445722
-0.4305,0.06950605880211028
-0.43,0.06957198859572432
-0.4295,0.0696379148665006
-0.429,0.06970382663232512
-0.4285,0.06976973504402224
-0.428,0.06983563640214856
-0.4275,0.06990153491209222
-0.427,0.06996742155608267
-0.4265,0.0700333038801632
-0.426,0.0700991741160739
-0.4255,0.07016504361087655
-0.425,0.07023090471419258
-0.4245,0.07029675585191304
-0.424,0.07036260765416899
-0.4235,0.07042844660681574
-0.423,0.07049427954617124
