kappa_lo,kappa_hi,alpha_lb,alpha_ub,q_lb,q_ub,source
0.031500,0.032000,0.79782223147586,0.801336577566783,0.565572980895461,0.572653814718228,results\box\result_pos_3.json
0.032000,0.032500,0.79730829293997,0.80082223147586,0.565653814718228,0.572734633045939,results\box\result_pos_0.json
0.032500,0.033000,0.796794761585786,0.80030829293997,0.565734633045939,0.572815435881606,results\box\result_pos_1.json
0.033000,0.033500,0.796281637040368,0.799794761585786,0.565815435881606,0.572896223228243,results\box\result_pos_2.json
0.033500,0.034000,0.795768918931156,0.799281637040368,0.565896223228243,0.572976995088862,results\box\result_pos_3.json
0.034000,0.034500,0.795256606885973,0.798768918931156,0.565976995088862,0.573057751466475,results\box\result_pos_0.json
0.034500,0.035000,0.794744700533025,0.798256606885973,0.566057751466475,0.573138492364093,results\box\result_pos_1.json
0.035000,0.035500,0.794233199500899,0.797744700533025,0.566138492364093,0.573219217784727,results\box\result_pos_2.json
0.035500,0.036000,0.793722103418564,0.797233199500899,0.566219217784727,0.573299927731388,results\box\result_pos_3.json
0.036000,0.036500,0.793211411915371,0.796722103418564,0.566299927731388,0.573380622207086,results\box\result_pos_0.json
0.036500,0.037000,0.792701124621047,0.796211411915371,0.566380622207086,0.573461301214831,results\box\result_pos_1.json
0.037000,0.037500,0.792191241165705,0.795701124621047,0.566461301214831,0.573541964757631,results\box\result_pos_2.json
0.037500,0.038000,0.791681761179833,0.795191241165705,0.566541964757631,0.573622612838496,results\box\result_pos_3.json
0.038000,0.038500,0.791172684294301,0.794681761179833,0.566622612838496,0.573703245460434,results\box\result_pos_0.json
0.038500,0.039000,0.790664010140355,0.794172684294301,0.566703245460434,0.573783862626452,results\box\result_pos_1.json
0.039000,0.039500,0.790155738349623,0.793664010140355,0.566783862626452,0.573864464339558,results\box\result_pos_2.json
0.039500,0.040000,0.789647868554107,0.793155738349623,0.566864464339558,0.573945050602758,results\box\result_pos_3.json
0.040000,0.040500,0.789140400386189,0.792647868554107,0.566945050602758,0.57402562141906,results\box\result_pos_0.json
0.040500,0.041000,0.788633333478628,0.792140400386189,0.56702562141906,0.574106176791468,results\box\result_pos_1.json
0.041000,0.041500,0.788126667464557,0.791633333478628,0.567106176791468,0.574186716722989,results\box\result_pos_2.json
0.041500,0.042000,0.787620401977489,0.791126667464557,0.567186716722989,0.574267241216627,results\box\result_pos_3.json
0.042000,0.042500,0.787114536651309,0.790620401977489,0.567267241216627,0.574347750275387,results\box\result_pos_0.json
0.042500,0.043000,0.786609071120281,0.790114536651309,0.567347750275387,0.574428243902273,results\box\result_pos_1.json
0.043000,0.043500,0.786104005019041,0.789609071120281,0.567428243902273,0.574508722100288,results\box\result_pos_2.json
0.043500,0.044000,0.785599337982601,0.789104005019041,0.567508722100288,0.574589184872435,results\box\result_pos_3.json
0.044000,0.044500,0.785095069646346,0.788599337982601,0.567589184872435,0.574669632221718,results\box\result_pos_0.json
0.044500,0.045000,0.784591199646035,0.788095069646346,0.567669632221718,0.574750064151138,results\box\result_pos_1.json
0.045000,0.045500,0.784087727617801,0.787591199646035,0.567750064151138,0.574830480663696,results\box\result_pos_2.json
0.045500,0.046000,0.78358465319815,0.787087727617801,0.567830480663696,0.574910881762395,results\box\result_pos_3.json
0.046000,0.046500,0.783081976023959,0.78658465319815,0.567910881762395,0.574991267450234,results\box\result_pos_0.json
0.046500,0.047000,0.782579695732477,0.786081976023959,0.567991267450234,0.575071637730214,results\box\result_pos_1.json
0.047000,0.047500,0.782077811961325,0.785579695732477,0.568071637730214,0.575151992605335,results\box\result_pos_2.json
0.047500,0.048000,0.781576324348496,0.785077811961325,0.568151992605335,0.575232332078595,results\box\result_pos_3.json
0.048000,0.048500,0.781075232532353,0.784576324348496,0.568232332078595,0.575312656152995,results\box\result_pos_0.json
0.048500,0.049000,0.780574536151628,0.784075232532353,0.568312656152995,0.575392964831531,results\box\result_pos_1.json
0.049000,0.049500,0.780074234845426,0.783574536151628,0.568392964831531,0.575473258117202,results\box\result_pos_2.json
0.049500,0.050000,0.779574328253218,0.783074234845426,0.568473258117202,0.575553536013005,results\box\result_pos_3.json
