kappa,alpha,gap
0.0,0.44,1.2724
0.0,0.44,0.1605
0.0,0.44,0.50414
0.0,0.44,0.18045
0.0,0.44,0.58797
0.0,0.44,0.59512
0.0,0.44,1.61769
0.0,0.44,1.10796
0.0,0.44,0.43114
0.0,0.44,0.65625
0.0,0.44,1.17651
0.0,0.44,0.67459
0.0,0.44,1.76541
0.0,0.44,0.21412
0.0,0.44,2.57868
0.0,0.44,0.11081
0.0,0.44,0.04135
0.0,0.44,0.57956
0.0,0.44,1.30454
0.0,0.44,0.58423
0.0,0.44,0.2905
0.0,0.44,0.12342
0.0,0.44,0.32977
0.0,0.44,0.47531
0.0,0.44,1.16941
0.0,0.44,0.18242
0.0,0.44,0.98834
0.0,0.44,2.99137
0.0,0.44,0.7789
0.0,0.44,0.04677
0.0,0.44,0.14948
0.0,0.44,0.2854
0.0,0.44,0.49225
0.0,0.44,0.79342
0.0,0.44,1.95193
0.0,0.44,0.31493
0.0,0.44,0.33095
0.0,0.44,0.23127
0.0,0.44,0.14628
0.0,0.44,1.49964
0.0,0.44,0.80015
0.0,0.44,0.51736
0.0,0.44,0.06692
0.0,0.44,0.14573
0.0,0.44,0.6237
0.0,0.44,0.64319
0.0,0.44,0.09643
0.0,0.44,0.22881
0.0,0.44,0.68612
0.0,0.44,0.80641
0.0,0.44,1.34029
0.0,0.44,1.1746
0.0,0.44,0.75617
0.0,0.44,0.37818
0.0,0.44,0.32189
0.0,0.44,0.4207
0.0,0.44,0.87318
0.0,0.44,1.18382
0.0,0.44,1.15636
0.0,0.44,0.57715
0.0,0.44,0.48066
0.0,0.44,1.84606
0.0,0.44,1.35433
0.0,0.44,0.00179
0.0,0.44,1.44149
0.0,0.44,0.08663
0.0,0.44,0.27293
0.0,0.44,0.89333
0.0,0.44,1.5732
0.0,0.44,0.37655
0.0,0.44,0.00707
0.0,0.44,0.59468
0.0,0.44,1.06934
0.0,0.44,0.33225
0.0,0.44,1.49091
0.0,0.44,1.00468
0.0,0.44,0.16954
0.0,0.44,1.20713
0.0,0.44,1.48985
0.0,0.44,3.27801
0.0,0.44,0.67844
0.0,0.44,0.6304
0.0,0.44,0.21188
0.0,0.44,0.52507
0.0,0.44,0.81052
0.0,0.44,0.64685
0.0,0.44,0.42789
0.0,0.44,0.70033
0.0,0.44,0.16641
0.0,0.44,0.11741
0.0,0.44,1.02423
0.0,0.44,1.72645
0.0,0.44,0.60392
0.0,0.44,0.55
0.0,0.44,3.04716
0.0,0.44,1.86116
0.0,0.44,0.82701
0.0,0.44,0.09913
0.0,0.44,0.6268
0.0,0.44,0.27571
0.0,0.44,0.78541
0.0,0.44,0.40497
0.0,0.44,0.1771
0.0,0.44,1.78003
0.0,0.44,0.56717
0.0,0.44,0.0687
0.0,0.44,1.47488
0.0,0.44,0.49085
0.0,0.44,0.25047
0.0,0.44,0.02134
0.0,0.44,0.38094
0.0,0.44,0.12036
0.0,0.44,0.40455
0.0,0.44,0.43147
0.0,0.44,0.53139
0.0,0.44,1.17313
0.0,0.44,0.3578
0.0,0.44,1.39276
0.0,0.44,1.95983
0.0,0.44,1.06421
0.0,0.44,0.16911
0.0,0.44,0.19059
0.0,0.44,0.50829
0.0,0.44,1.10796
0.0,0.44,1.24586
0.0,0.44,1.41784
0.0,0.44,0.99447
0.0,0.44,0.29665
0.0,0.44,1.52393
0.0,0.44,0.10449
0.0,0.44,1.12146
0.0,0.44,0.22608
0.0,0.44,1.17683
0.0,0.44,0.7268
0.0,0.44,1.07191
0.0,0.44,0.5288
0.0,0.44,0.55163
0.0,0.44,0.14228
0.0,0.44,0.15152
0.0,0.44,0.47083
0.0,0.44,2.21942
0.0,0.44,1.03866
0.0,0.44,0.09879
0.0,0.44,0.52844
0.0,0.44,0.98238
0.0,0.44,1.79573
0.0,0.44,1.13842
0.0,0.44,0.25418
0.0,0.44,0.2608
0.0,0.44,1.18982
0.0,0.44,0.63265
0.0,0.44,0.49888
0.0,0.44,0.31644
0.0,0.44,0.39389
0.0,0.44,1.91408
0.0,0.44,1.82298
0.0,0.44,0.60381
0.0,0.44,0.24669
0.0,0.44,0.2583
0.0,0.44,0.04094
0.0,0.44,1.12351
0.0,0.44,0.21214
0.0,0.44,0.40185
0.0,0.44,0.77743
0.0,0.44,0.13986
0.0,0.44,0.78144
0.0,0.44,1.44198
0.0,0.44,1.16085
0.0,0.44,0.50082
0.0,0.44,0.83597
0.0,0.44,2.05827
0.0,0.44,0.74585
0.0,0.44,0.50393
0.0,0.44,0.76485
0.0,0.44,1.1323
0.0,0.44,1.02708
0.0,0.44,0.93494
0.0,0.44,0.00373
0.0,0.44,0.6054
0.0,0.44,1.80605
0.0,0.44,0.05747
0.0,0.44,0.21535
0.0,0.44,0.37173
0.0,0.44,0.26336
0.0,0.44,1.4303
0.0,0.44,0.2177
0.0,0.44,0.88333
0.0,0.44,0.86432
0.0,0.44,0.51001
0.0,0.44,0.23266
0.0,0.44,0.09315
0.0,0.44,0.48234
0.0,0.44,0.0133
0.0,0.44,0.34795
0.0,0.44,0.48108
0.0,0.44,0.71574
0.0,0.44,0.26233
0.0,0.44,0.07064
0.0,0.44,0.3456
0.0,0.44,1.46662
0.0,0.44,0.40437
0.0,0.44,0.17341
0.0,0.44,0.65297
0.0,0.44,0.0892
0.0,0.44,1.24762
0.0,0.44,0.25188
0.0,0.44,0.63012
0.0,0.44,1.07443
0.0,0.44,0.20692
0.0,0.44,0.75276
0.0,0.44,0.13186
0.0,0.44,1.76626
0.0,0.44,0.23371
0.0,0.44,0.32499
0.0,0.44,0.2087
0.0,0.44,1.07037
0.0,0.44,0.80419
0.0,0.44,0.03122
0.0,0.44,0.59609
0.0,0.44,0.17984
0.0,0.44,0.06842
0.0,0.44,0.93015
0.0,0.44,0.1699
0.0,0.44,0.75721
0.0,0.44,0.93534
0.0,0.44,1.17699
0.0,0.44,0.57626
0.0,0.44,0.65771
0.0,0.44,0.79773
0.0,0.44,0.28642
0.0,0.44,0.04013
0.0,0.44,1.25655
0.0,0.44,1.29618
0.0,0.44,0.24879
0.0,0.44,0.59274
0.0,0.44,0.20044
0.0,0.44,0.92521
0.0,0.44,0.28246
0.0,0.44,0.41075
0.0,0.44,1.37332
0.0,0.44,0.11592
0.0,0.44,1.41242
0.0,0.44,0.16775
0.0,0.44,1.81588
0.0,0.44,0.80945
0.0,0.44,2.30302
0.0,0.44,0.78213
0.0,0.44,0.63187
0.0,0.44,0.38969
0.0,0.44,0.19225
0.0,0.44,0.03012
0.0,0.44,0.71745
0.0,0.44,0.3788
0.0,0.44,0.14524
0.0,0.44,0.84366
0.0,0.44,2.08752
0.0,0.44,1.65729
0.0,0.44,0.40033
0.0,0.44,0.52199
0.0,0.44,0.56736
0.0,0.44,0.23727
0.0,0.44,1.32344
0.0,0.44,0.31428
0.0,0.44,0.37941
0.0,0.44,2.20702
0.0,0.44,0.54178
0.0,0.44,0.03714
0.0,0.44,0.61445
0.0,0.44,0.02193
0.0,0.44,0.38984
0.0,0.44,0.64881
0.0,0.44,0.29611
0.0,0.44,0.31243
0.0,0.44,1.1164
0.0,0.44,0.01038
0.0,0.44,1.45128
0.0,0.44,0.34981
0.0,0.44,1.00158
0.0,0.44,1.0439
0.0,0.44,0.02112
0.0,0.44,0.20319
0.0,0.44,0.28569
0.0,0.44,1.3526
0.0,0.44,2.79698
0.0,0.44,0.69442
0.0,0.44,0.44976
0.0,0.44,0.67772
0.0,0.44,1.27117
0.0,0.44,1.79576
0.0,0.44,0.57605
0.0,0.44,1.95788
0.0,0.44,1.42415
0.0,0.44,0.32225
0.0,0.44,0.47621
0.0,0.44,0.24806
0.0,0.44,0.40753
0.0,0.44,1.38502
0.0,0.44,1.43095
0.0,0.44,1.15958
0.0,0.44,0.47345
0.0,0.44,0.44047
0.0,0.44,2.90352
0.0,0.44,0.10412
0.0,0.44,0.85117
0.0,0.44,0.40566
0.0,0.44,2.05494
0.0,0.44,0.38245
0.0,0.44,1.13332
0.0,0.44,1.75154
0.0,0.44,0.18631
0.0,0.44,0.35038
0.0,0.44,1.05063
0.0,0.44,1.7813
0.0,0.44,0.99175
0.0,0.44,0.08728
0.0,0.44,0.04046
0.0,0.44,0.07567
0.0,0.44,2.21949
0.0,0.44,0.13216
0.0,0.44,0.09768
0.0,0.44,0.33387
0.0,0.44,0.59441
0.0,0.44,0.44655
0.0,0.44,1.33652
0.0,0.44,0.89866
0.0,0.44,0.44685
0.0,0.44,0.0494
0.0,0.44,1.23608
0.0,0.44,1.51922
0.0,0.44,1.43339
0.0,0.44,3.05728
0.0,0.44,1.76378
0.0,0.44,1.33509
0.0,0.44,0.69675
0.0,0.44,0.10105
0.0,0.44,0.15521
0.0,0.44,0.35835
0.0,0.44,0.79657
0.0,0.44,1.30898
0.0,0.44,0.20362
0.0,0.44,0.25845
0.0,0.44,2.26343
0.0,0.44,1.59577
0.0,0.44,0.49824
0.0,0.44,0.59346
0.0,0.44,0.9515
0.0,0.44,0.0308
0.0,0.44,0.3327
0.0,0.44,2.02012
0.0,0.44,0.63671
0.0,0.44,0.67874
0.0,0.44,1.43121
0.0,0.44,0.0784
0.0,0.44,0.40115
0.0,0.44,0.10117
0.0,0.44,0.2397
0.0,0.44,0.11576
0.0,0.44,0.08986
0.0,0.44,0.78522
0.0,0.44,1.89946
0.0,0.44,0.50692
0.0,0.44,0.62172
0.0,0.44,0.01868
0.0,0.44,1.19978
0.0,0.44,0.13774
0.0,0.44,0.26989
0.0,0.44,0.21566
0.0,0.44,0.6402
0.0,0.44,0.10718
0.0,0.44,0.39937
0.0,0.44,0.95
0.0,0.44,0.70031
0.0,0.44,0.18588
0.0,0.44,0.40068
0.0,0.44,0.82184
0.0,0.44,0.20494
0.0,0.44,0.93617
0.0,0.44,0.41662
0.0,0.44,1.38552
0.0,0.44,0.58108
0.0,0.44,1.071
0.0,0.44,0.66481
0.0,0.44,0.12051
0.0,0.44,0.60109
0.0,0.44,0.50272
0.0,0.44,0.50994
0.0,0.44,0.37054
0.0,0.44,1.16752
0.0,0.44,0.00073
0.0,0.44,0.4761
0.0,0.44,0.64475
0.0,0.44,1.33555
0.0,0.44,1.68579
0.0,0.44,0.48129
0.0,0.44,0.53859
0.0,0.44,0.21692
0.0,0.44,2.12403
0.0,0.44,1.34372
0.0,0.44,0.39662
0.0,0.44,1.20787
0.0,0.44,0.50549
0.0,0.44,0.67409
0.0,0.44,0.50019
0.0,0.44,2.04762
0.0,0.44,0.23276
0.0,0.44,1.39525
0.0,0.44,0.21496
0.0,0.44,1.15749
0.0,0.44,0.34862
0.0,0.44,1.27683
0.0,0.44,0.11198
0.0,0.44,0.91726
0.0,0.44,0.94306
0.0,0.44,0.33696
0.0,0.44,0.28902
0.0,0.44,0.66981
0.0,0.44,0.01247
0.0,0.44,0.68064
0.0,0.44,1.0129
0.0,0.44,0.62063
0.0,0.44,0.87232
0.0,0.44,0.65286
0.0,0.44,1.05105
0.0,0.44,0.73024
0.0,0.44,2.09734
0.0,0.44,1.26833
0.0,0.44,0.39879
0.0,0.44,0.67971
0.0,0.44,2.43207
0.0,0.44,1.33966
0.0,0.44,0.20625
0.0,0.44,0.70017
0.0,0.44,0.19392
0.0,0.44,0.66678
0.0,0.44,1.22652
0.0,0.44,0.077
0.0,0.44,1.30891
0.0,0.44,0.86025
0.0,0.44,0.68034
0.0,0.44,0.53463
0.0,0.44,0.63204
0.0,0.44,0.10992
0.0,0.44,0.1881
0.0,0.44,0.33913
0.0,0.44,0.40995
0.0,0.44,0.29065
0.0,0.44,0.76012
0.0,0.44,0.16879
0.0,0.44,1.75007
0.0,0.44,1.88474
0.0,0.44,0.82306
0.0,0.44,0.65603
0.0,0.44,1.71597
0.0,0.44,0.09859
0.0,0.44,0.4248
0.0,0.44,0.1248
0.0,0.44,0.23661
0.0,0.44,0.27274
0.0,0.44,1.28257
0.0,0.44,1.21164
0.0,0.44,0.34727
0.0,0.44,0.06635
0.0,0.44,1.28814
0.0,0.44,0.57157
0.0,0.44,0.50786
0.0,0.44,0.54147
0.0,0.44,2.03761
0.0,0.44,0.67529
0.0,0.44,0.18445
0.0,0.44,1.45482
0.0,0.44,0.5224
0.0,0.44,1.25618
0.0,0.44,2.0116
0.0,0.44,0.00795
0.0,0.44,0.49517
0.0,0.44,1.87491
0.0,0.44,0.5947
0.0,0.44,1.58304
0.0,0.44,0.193
0.0,0.44,0.56927
0.0,0.44,0.62216
0.0,0.44,0.61451
0.0,0.44,1.11021
0.0,0.44,0.05234
0.0,0.44,0.72792
0.0,0.44,0.1732
0.0,0.44,0.52059
0.0,0.44,0.23545
0.0,0.44,0.55524
0.0,0.44,0.20308
0.0,0.44,0.75634
0.0,0.44,1.40191
0.0,0.44,0.20457
0.0,0.44,0.27473
0.0,0.44,0.65503
0.0,0.44,0.0315
0.0,0.44,0.045
0.0,0.44,0.94131
0.0,0.44,0.2125
0.0,0.44,0.79691
0.0,0.44,0.2428
0.0,0.44,0.57621
0.0,0.44,0.32399
0.0,0.44,0.29563
0.0,0.44,0.41165
0.0,0.44,0.62483
0.0,0.44,0.74474
0.0,0.44,0.35304
0.0,0.44,0.45016
0.0,0.44,0.14042
0.0,0.44,1.09886
0.0,0.44,1.68683
0.0,0.44,0.18514
0.0,0.44,0.7978
0.0,0.44,1.1652
0.0,0.44,1.19203
0.0,0.44,0.16683
0.0,0.44,0.29899
0.0,0.44,0.13988
0.0,0.44,0.91373
0.0,0.44,0.21587
0.0,0.44,1.06733
0.0,0.44,0.38834
0.0,0.44,0.00207
0.0,0.44,0.00827
0.0,0.44,0.69768
0.0,0.44,0.03345
0.0,0.44,0.11755
0.0,0.44,0.67958
0.0,0.44,0.05569
0.0,0.44,0.2343
0.0,0.44,0.73638
0.0,0.44,0.32817
0.0,0.44,0.82144
0.0,0.44,0.79606
0.0,0.44,0.21625
0.0,0.44,0.41008
0.0,0.44,0.92392
0.0,0.44,0.06771
0.0,0.44,0.47938
0.0,0.44,0.12501
0.0,0.44,0.46736
0.0,0.44,0.11105
0.0,0.44,0.17713
0.0,0.44,0.11636
0.0,0.44,1.0006
0.0,0.44,0.79629
0.0,0.44,0.58772
0.0,0.44,1.19916
0.0,0.44,0.25962
0.0,0.44,0.74307
0.0,0.44,0.89213
0.0,0.44,0.69173
0.0,0.44,0.89735
0.0,0.44,1.64313
0.0,0.44,0.16412
0.0,0.44,1.00724
0.0,0.44,1.10086
0.0,0.44,2.69134
0.0,0.44,0.3255
0.0,0.44,0.43838
0.0,0.44,0.1072
0.0,0.44,0.57924
0.0,0.44,0.56878
0.0,0.44,0.66334
0.0,0.44,0.26237
0.0,0.44,0.08223
0.0,0.44,0.18838
0.0,0.44,0.01804
0.0,0.44,0.10327
0.0,0.44,0.70023
0.0,0.44,0.31301
0.0,0.44,0.79216
0.0,0.44,1.38397
0.0,0.44,1.19396
0.0,0.44,1.70064
0.0,0.44,0.72302
0.0,0.44,1.38598
0.0,0.44,2.08152
0.0,0.44,0.25223
0.0,0.44,0.95595
0.0,0.44,1.38917
0.0,0.44,0.40096
0.0,0.44,1.46279
0.0,0.44,1.24453
0.0,0.44,0.36326
0.0,0.44,0.33678
0.0,0.44,0.65759
0.0,0.44,0.13608
0.0,0.44,0.22701
0.0,0.44,0.9402
0.0,0.44,1.30838
0.0,0.44,1.01806
0.0,0.44,1.79831
0.0,0.44,0.39772
0.0,0.44,0.69576
0.0,0.44,1.62098
0.0,0.44,0.50731
0.0,0.44,0.03247
0.0,0.44,0.11236
0.0,0.44,0.62789
0.0,0.44,0.75188
0.0,0.44,0.90476
0.0,0.44,1.25728
0.0,0.44,0.14847
0.0,0.44,0.39832
0.0,0.44,0.04713
0.0,0.44,0.11094
0.0,0.44,0.78883
0.0,0.44,0.86217
0.0,0.44,0.34297
0.0,0.44,0.14803
0.0,0.44,1.03393
0.0,0.44,0.61286
0.0,0.44,0.56486
0.0,0.44,0.95451
0.0,0.44,0.50941
0.0,0.44,0.62052
0.0,0.44,0.2366
0.0,0.44,0.82013
0.0,0.44,0.91529
0.0,0.44,0.41172
0.0,0.44,0.8169
0.0,0.44,0.57487
0.0,0.44,0.49301
0.0,0.44,1.04693
0.0,0.44,0.79178
0.0,0.44,0.58606
0.0,0.44,0.11938
0.0,0.5,0.48796
0.0,0.5,1.0412
0.0,0.5,0.79442
0.0,0.5,0.75467
0.0,0.5,1.4738
0.0,0.5,0.1531
0.0,0.5,0.63939
0.0,0.5,0.79393
0.0,0.5,0.17299
0.0,0.5,0.43572
0.0,0.5,0.08888
0.0,0.5,0.65789
0.0,0.5,0.19957
0.0,0.5,0.79435
0.0,0.5,0.03272
0.0,0.5,0.57509
0.0,0.5,0.57223
0.0,0.5,0.28046
0.0,0.5,0.56066
0.0,0.5,0.4916
0.0,0.5,0.0454
0.0,0.5,0.21691
0.0,0.5,0.59908
0.0,0.5,0.47468
0.0,0.5,0.4085
0.0,0.5,0.41172
0.0,0.5,0.13327
0.0,0.5,0.85849
0.0,0.5,0.3555
0.0,0.5,0.40104
0.0,0.5,0.20818
0.0,0.5,0.45555
0.0,0.5,1.15773
0.0,0.5,0.43273
0.0,0.5,0.73486
0.0,0.5,1.14358
0.0,0.5,0.91577
0.0,0.5,0.47794
0.0,0.5,0.85005
0.0,0.5,0.09001
0.0,0.5,1.01824
0.0,0.5,0.85674
0.0,0.5,0.37082
0.0,0.5,0.4568
0.0,0.5,0.71975
0.0,0.5,0.52721
0.0,0.5,0.39557
0.0,0.5,0.37122
0.0,0.5,0.67472
0.0,0.5,0.08897
0.0,0.5,0.89358
0.0,0.5,0.69566
0.0,0.5,0.92968
0.0,0.5,0.33798
0.0,0.5,0.50405
0.0,0.5,1.0649
0.0,0.5,0.87002
0.0,0.5,1.86563
0.0,0.5,0.19895
0.0,0.5,0.01324
0.0,0.5,0.56517
0.0,0.5,0.51279
0.0,0.5,0.33666
0.0,0.5,1.32419
0.0,0.5,0.59416
0.0,0.5,0.17962
0.0,0.5,0.79917
0.0,0.5,1.28339
0.0,0.5,0.25829
0.0,0.5,0.25652
0.0,0.5,0.03387
0.0,0.5,1.4432
0.0,0.5,0.47937
0.0,0.5,1.17821
0.0,0.5,1.07738
0.0,0.5,0.29525
0.0,0.5,1.3331
0.0,0.5,0.39458
0.0,0.5,1.25771
0.0,0.5,0.46395
0.0,0.5,1.36551
0.0,0.5,0.16569
0.0,0.5,1.32547
0.0,0.5,0.15659
0.0,0.5,2.13135
0.0,0.5,0.23336
0.0,0.5,0.13485
0.0,0.5,0.59093
0.0,0.5,2.34569
0.0,0.5,0.29349
0.0,0.5,0.43593
0.0,0.5,0.41842
0.0,0.5,0.15587
0.0,0.5,1.13854
0.0,0.5,0.01077
0.0,0.5,0.07741
0.0,0.5,1.08215
0.0,0.5,2.05524
0.0,0.5,1.66622
0.0,0.5,0.70689
0.0,0.5,0.96809
0.0,0.5,0.60277
0.0,0.5,0.9769
0.0,0.5,0.89565
0.0,0.5,1.04146
0.0,0.5,0.57856
0.0,0.5,0.4639
0.0,0.5,0.32289
0.0,0.5,2.56302
0.0,0.5,0.51083
0.0,0.5,0.17596
0.0,0.5,0.77304
0.0,0.5,2.54458
0.0,0.5,1.06386
0.0,0.5,0.26993
0.0,0.5,0.84145
0.0,0.5,2.04789
0.0,0.5,1.44556
0.0,0.5,0.65625
0.0,0.5,1.15256
0.0,0.5,0.77894
0.0,0.5,0.40647
0.0,0.5,0.25053
0.0,0.5,0.46217
0.0,0.5,0.22396
0.0,0.5,0.01778
0.0,0.5,0.76158
0.0,0.5,0.30793
0.0,0.5,0.57529
0.0,0.5,0.6312
0.0,0.5,1.01331
0.0,0.5,0.27789
0.0,0.5,0.09544
0.0,0.5,1.07636
0.0,0.5,0.03509
0.0,0.5,0.21832
0.0,0.5,0.17943
0.0,0.5,0.59511
0.0,0.5,0.62836
0.0,0.5,1.10163
0.0,0.5,0.86202
0.0,0.5,1.3141
0.0,0.5,0.84564
0.0,0.5,0.49982
0.0,0.5,0.07658
0.0,0.5,1.02152
0.0,0.5,0.07768
0.0,0.5,0.78898
0.0,0.5,0.14525
0.0,0.5,0.36185
0.0,0.5,0.33988
0.0,0.5,0.66678
0.0,0.5,0.3169
0.0,0.5,0.07288
0.0,0.5,0.52803
0.0,0.5,0.05954
0.0,0.5,0.16361
0.0,0.5,0.84201
0.0,0.5,0.26059
0.0,0.5,0.26
0.0,0.5,0.68252
0.0,0.5,1.30539
0.0,0.5,1.40458
0.0,0.5,0.08985
0.0,0.5,0.10405
0.0,0.5,0.44331
0.0,0.5,0.60282
0.0,0.5,1.62091
0.0,0.5,2.5064
0.0,0.5,0.19626
0.0,0.5,0.91022
0.0,0.5,0.3224
0.0,0.5,0.41423
0.0,0.5,1.18843
0.0,0.5,0.04224
0.0,0.5,0.167
0.0,0.5,1.63976
0.0,0.5,2.39809
0.0,0.5,0.2924
0.0,0.5,0.81684
0.0,0.5,0.21214
0.0,0.5,0.69452
0.0,0.5,0.62347
0.0,0.5,1.2755
0.0,0.5,0.18537
0.0,0.5,0.00803
0.0,0.5,0.12625
0.0,0.5,0.25241
0.0,0.5,0.3839
0.0,0.5,0.6603
0.0,0.5,0.34856
0.0,0.5,1.49352
0.0,0.5,0.22968
0.0,0.5,0.28088
0.0,0.5,0.20693
0.0,0.5,0.4145
0.0,0.5,1.22204
0.0,0.5,0.46208
0.0,0.5,0.04698
0.0,0.5,1.18386
0.0,0.5,1.62077
0.0,0.5,1.19755
0.0,0.5,1.46279
0.0,0.5,0.53726
0.0,0.5,0.53947
0.0,0.5,0.8316
0.0,0.5,0.31655
0.0,0.5,1.15963
0.0,0.5,2.77476
0.0,0.5,0.83546
0.0,0.5,1.77554
0.0,0.5,1.53638
0.0,0.5,1.27309
0.0,0.5,0.97513
0.0,0.5,0.5423
0.0,0.5,0.27583
0.0,0.5,0.62257
0.0,0.5,0.33828
0.0,0.5,0.25584
0.0,0.5,0.23396
0.0,0.5,0.38845
0.0,0.5,0.22372
0.0,0.5,0.6904
0.0,0.5,0.08037
0.0,0.5,0.41145
0.0,0.5,1.00374
0.0,0.5,2.53105
0.0,0.5,0.71227
0.0,0.5,1.11942
0.0,0.5,1.02763
0.0,0.5,0.50386
0.0,0.5,0.29528
0.0,0.5,2.1536
0.0,0.5,1.33793
0.0,0.5,0.64207
0.0,0.5,1.13852
0.0,0.5,0.15328
0.0,0.5,0.68265
0.0,0.5,0.25172
0.0,0.5,1.6999
0.0,0.5,0.41163
0.0,0.5,0.91749
0.0,0.5,0.30091
0.0,0.5,1.86013
0.0,0.5,0.45779
0.0,0.5,0.19152
0.0,0.5,0.75018
0.0,0.5,1.52827
0.0,0.5,1.25423
0.0,0.5,0.93362
0.0,0.5,1.36369
0.0,0.5,0.47854
0.0,0.5,1.3036
0.0,0.5,0.24314
0.0,0.5,1.25648
0.0,0.5,0.30076
0.0,0.5,0.61413
0.0,0.5,0.55534
0.0,0.5,0.93908
0.0,0.5,0.89405
0.0,0.5,0.95767
0.0,0.5,0.02179
0.0,0.5,0.91093
0.0,0.5,0.63465
0.0,0.5,0.17899
0.0,0.5,1.25374
0.0,0.5,0.60706
0.0,0.5,0.21663
0.0,0.5,0.60314
0.0,0.5,0.40625
0.0,0.5,1.55963
0.0,0.5,2.23525
0.0,0.5,1.39896
0.0,0.5,0.49985
0.0,0.5,0.63451
0.0,0.5,1.82333
0.0,0.5,0.35652
0.0,0.5,1.26516
0.0,0.5,1.59832
0.0,0.5,0.45493
0.0,0.5,0.49252
0.0,0.5,1.34518
0.0,0.5,1.8259
