kappa_lo,kappa_hi,alpha_lb,alpha_ub,q_lb,q_ub,source
-0.050000,-0.049500,0.887322907801489,0.890908970944919,0.552187732643843,0.559271132745372,results/box\result_neg_3.json
-0.049500,-0.049000,0.886737318526802,0.890322907801489,0.552271132745372,0.559354516855235,results/box\result_neg_2.json
-0.049000,-0.048500,0.886152202678812,0.889737318526802,0.552354516855235,0.55943788497651,results/box\result_neg_1.json
-0.048500,-0.048000,0.885567559815933,0.889152202678812,0.55243788497651,0.55952123711227,results/box\result_neg_0.json
-0.048000,-0.047500,0.884983389497039,0.888567559815933,0.55252123711227,0.55960457326559,results/box\result_neg_3.json
-0.047500,-0.047000,0.884399691281468,0.887983389497039,0.55260457326559,0.559687893439545,results/box\result_neg_2.json
-0.047000,-0.046500,0.883816464729015,0.887399691281468,0.552687893439545,0.559771197637209,results/box\result_neg_1.json
-0.046500,-0.046000,0.883233709399938,0.886816464729015,0.552771197637209,0.559854485861655,results/box\result_neg_0.json
-0.046000,-0.045500,0.882651424854951,0.886233709399938,0.552854485861655,0.559937758115957,results/box\result_neg_3.json
-0.045500,-0.045000,0.88206961065523,0.885651424854951,0.552937758115957,0.560021014403188,results/box\result_neg_2.json
-0.045000,-0.044500,0.881488266362406,0.88506961065523,0.553021014403188,0.560104254726421,results/box\result_neg_1.json
-0.044500,-0.044000,0.88090739153857,0.884488266362406,0.553104254726421,0.560187479088728,results/box\result_neg_0.json
-0.044000,-0.043500,0.880326985746269,0.88390739153857,0.553187479088728,0.560270687493182,results/box\result_neg_3.json
-0.043500,-0.043000,0.879747048548507,0.883326985746269,0.553270687493182,0.560353879942855,results/box\result_neg_2.json
-0.043000,-0.042500,0.879167579508744,0.882747048548507,0.553353879942855,0.560437056440819,results/box\result_neg_1.json
-0.042500,-0.042000,0.878588578190896,0.882167579508744,0.553437056440819,0.560520216990144,results/box\result_neg_0.json
-0.042000,-0.041500,0.878010044159333,0.881588578190896,0.553520216990144,0.560603361593902,results/box\result_neg_3.json
-0.041500,-0.041000,0.877431976978881,0.881010044159333,0.553603361593902,0.560686490255163,results/box\result_neg_2.json
-0.041000,-0.040500,0.876854376214818,0.880431976978881,0.553686490255163,0.560769602976998,results/box\result_neg_1.json
-0.040500,-0.040000,0.876277241432878,0.879854376214818,0.553769602976998,0.560852699762477,results/box\result_neg_0.json
-0.040000,-0.039500,0.875700572199245,0.879277241432878,0.553852699762477,0.56093578061467,results/box\result_neg_3.json
-0.039500,-0.039000,0.875124368080559,0.878700572199245,0.55393578061467,0.561018845536645,results/box\result_neg_2.json
-0.039000,-0.038500,0.874548628643908,0.878124368080559,0.554018845536645,0.561101894531474,results/box\result_neg_1.json
-0.038500,-0.038000,0.873973353456835,0.877548628643908,0.554101894531474,0.561184927602223,results/box\result_neg_0.json
-0.038000,-0.037500,0.873398542087331,0.876973353456835,0.554184927602223,0.561267944751962,results/box\result_neg_3.json
-0.037500,-0.037000,0.872824194103839,0.876398542087331,0.554267944751962,0.561350945983759,results/box\result_neg_2.json
-0.037000,-0.036500,0.872250309075251,0.875824194103839,0.554350945983759,0.561433931300681,results/box\result_neg_1.json
-0.036500,-0.036000,0.87167688657091,0.875250309075251,0.554433931300681,0.561516900705797,results/box\result_neg_0.json
-0.036000,-0.035500,0.871103926160605,0.87467688657091,0.554516900705797,0.561599854202173,results/box\result_neg_3.json
-0.035500,-0.035000,0.870531427414576,0.874103926160605,0.554599854202173,0.561682791792876,results/box\result_neg_2.json
-0.035000,-0.034500,0.86995938990351,0.873531427414576,0.554682791792876,0.561765713480973,results/box\result_neg_1.json
-0.034500,-0.034000,0.869387813198539,0.87295938990351,0.554765713480973,0.561848619269531,results/box\result_neg_0.json
-0.034000,-0.033500,0.868816696871246,0.872387813198539,0.554848619269531,0.561931509161614,results/box\result_neg_3.json
-0.033500,-0.033000,0.868246040493656,0.871816696871246,0.554931509161614,0.56201438316029,results/box\result_neg_2.json
-0.033000,-0.032500,0.867675843638243,0.871246040493656,0.55501438316029,0.562097241268622,results/box\result_neg_1.json
-0.032500,-0.032000,0.867106105877924,0.870675843638243,0.555097241268622,0.562180083489676,results/box\result_neg_0.json
-0.032000,-0.031500,0.866536826786062,0.870106105877924,0.555180083489676,0.562262909826516,results/box\result_neg_3.json
-0.031500,-0.031000,0.865968005936464,0.869536826786062,0.555262909826516,0.562345720282207,results/box\result_neg_2.json
-0.031000,-0.030500,0.86539964290338,0.868968005936464,0.555345720282207,0.562428514859813,results/box\result_neg_1.json
-0.030500,-0.030000,0.864831737261504,0.86839964290338,0.555428514859813,0.562511293562397,results/box\result_neg_0.json
-0.030000,-0.029500,0.864264288585973,0.867831737261504,0.555511293562397,0.562594056393023,results/box\result_neg_3.json
-0.029500,-0.029000,0.863697296452364,0.867264288585973,0.555594056393023,0.562676803354752,results/box\result_neg_2.json
-0.029000,-0.028500,0.863130760436699,0.866697296452364,0.555676803354752,0.562759534450649,results/box\result_neg_1.json
-0.028500,-0.028000,0.862564680115438,0.866130760436699,0.555759534450649,0.562842249683775,results/box\result_neg_0.json
-0.028000,-0.027500,0.861999055065483,0.865564680115438,0.555842249683775,0.562924949057192,results/box\result_neg_3.json
-0.027500,-0.027000,0.861433884864177,0.864999055065483,0.555924949057192,0.563007632573962,results/box\result_neg_2.json
-0.027000,-0.026500,0.860869169089301,0.864433884864177,0.556007632573962,0.563090300237146,results/box\result_neg_1.json
-0.026500,-0.026000,0.860304907319076,0.863869169089301,0.556090300237146,0.563172952049804,results/box\result_neg_0.json
-0.026000,-0.025500,0.859741099132163,0.863304907319076,0.556172952049804,0.563255588014998,results/box\result_neg_3.json
-0.025500,-0.025000,0.859177744107658,0.862741099132163,0.556255588014998,0.563338208135787,results/box\result_neg_2.json
-0.025000,-0.024500,0.858614841825097,0.862177744107658,0.556338208135787,0.563420812415231,results/box\result_neg_1.json
-0.024500,-0.024000,0.858052391864452,0.861614841825097,0.556420812415231,0.56350340085639,results/box\result_neg_0.json
-0.024000,-0.023500,0.857490393806133,0.861052391864452,0.55650340085639,0.563585973462323,results/box\result_neg_3.json
-0.023500,-0.023000,0.856928847230985,0.860490393806133,0.556585973462323,0.563668530236089,results/box\result_neg_2.json
-0.023000,-0.022500,0.856367751720288,0.859928847230985,0.556668530236089,0.563751071180746,results/box\result_neg_1.json
-0.022500,-0.022000,0.855807106855759,0.859367751720288,0.556751071180746,0.563833596299352,results/box\result_neg_0.json
-0.022000,-0.021500,0.855246912219548,0.858807106855759,0.556833596299352,0.563916105594965,results/box\result_neg_3.json
-0.021500,-0.021000,0.85468716739424,0.858246912219548,0.556916105594965,0.563998599070642,results/box\result_neg_2.json
-0.021000,-0.020500,0.854127871962854,0.85768716739424,0.556998599070642,0.56408107672944,results/box\result_neg_1.json
-0.020500,-0.020000,0.853569025508841,0.857127871962854,0.55708107672944,0.564163538574416,results/box\result_neg_0.json
-0.020000,-0.019500,0.853010627616086,0.856569025508841,0.557163538574416,0.564245984608627,results/box\result_neg_3.json
-0.019500,-0.019000,0.852452677868904,0.856010627616086,0.557245984608627,0.564328414835127,results/box\result_neg_2.json
-0.019000,-0.018500,0.851895175852044,0.855452677868904,0.557328414835127,0.564410829256974,results/box\result_neg_1.json
-0.018500,-0.018000,0.851338121150685,0.854895175852044,0.557410829256974,0.564493227877221,results/box\result_neg_0.json
-0.018000,-0.017500,0.850781513350436,0.854338121150685,0.557493227877221,0.564575610698924,results/box\result_neg_3.json
-0.017500,-0.017000,0.850225352037339,0.853781513350436,0.557575610698924,0.564657977725137,results/box\result_neg_2.json
-0.017000,-0.016500,0.849669636797863,0.853225352037339,0.557657977725137,0.564740328958915,results/box\result_neg_1.json
-0.016500,-0.016000,0.849114367218906,0.852669636797863,0.557740328958915,0.564822664403311,results/box\result_neg_0.json
-0.016000,-0.015500,0.848559542887797,0.852114367218906,0.557822664403311,0.564904984061379,results/box\result_neg_3.json
-0.015500,-0.015000,0.848005163392291,0.851559542887797,0.557904984061379,0.564987287936171,results/box\result_neg_2.json
-0.015000,-0.014500,0.847451228320573,0.851005163392291,0.557987287936171,0.56506957603074,results/box\result_neg_1.json
